countryiso3code,country_name,year,current_gdp_USd,co2_emissions
MAR,Morocco,2019,3508.09765625,1.9847450344921
MDA,Moldova,2019,4405.33418162155,3.41941968843461
MDG,Madagascar,2019,499.818837622534,0.142139028845034
MDV,Maldives,2019,11740.2724029785,3.10683553024106
MEA,"Middle East, North Africa, Afghanistan & Pakistan",2019,5412.42875673528,4.0292139840215
MEX,Mexico,2019,10369.5553585271,3.92542377851696
MHL,Marshall Islands,2019,5292.33985502306,0.00227236575999273
MIC,Middle income,2019,5353.79775844374,3.78130785767744
MKD,North Macedonia,2019,6718.85826635458,4.62504703500897
MLI,Mali,2019,971.949318638092,0.290188080208255
MLT,Malta,2019,32421.9179752262,3.32002413119751
MMR,Myanmar,2019,1425.98954241668,0.653317518704581
MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",2019,2695.63342343004,2.65204425453706
MNG,Mongolia,2019,4347.54610314873,7.75337679137417
MNP,Northern Mariana Islands,2019,24496.6652122421,0.00207774938186956
MOZ,Mozambique,2019,519.09255091362,0.288756199727081
MRT,Mauritania,2019,1767.072710621,1.00413903504884
MUS,Mauritius,2019,11568.2533399824,3.32168232640987
MWI,Malawi,2019,580.889139762475,0.294726852321002
MYS,Malaysia,2019,10920.191763972,7.63039929073035
NAC,North America,2019,62874.6117089583,15.1594364156996
NAM,Namibia,2019,4731.9210318831,1.45542679968338
NCL,New Caledonia,2019,33411.3358835672,20.3934331431634
NER,Niger,2019,561.691304349698,0.103413157111608
NGA,Nigeria,2019,3189.81286498516,0.60197968413501
NIC,Nicaragua,2019,1958.62051528095,0.821126102136495
NLD,Netherlands,2019,53554.9007491475,9.10784361996519
NOR,Norway,2019,76430.5889473338,8.47933467666537
NPL,Nepal,2019,1203.14294706401,0.473751308506942
NRU,Nauru,2019,10801.7705659635,0.0
NZL,New Zealand,2019,42855.831861632,7.49357181659055
OED,OECD members,2019,39708.8864576635,8.91808812761882
OMN,Oman,2019,19180.1864152801,18.6062766036459
OSS,Other small states,2019,12907.6162560274,4.08550723028829
PAK,Pakistan,2019,1390.41690981745,0.861524807145574
PAN,Panama,2019,16477.9066268111,3.10862634897395
PER,Peru,2019,7037.00803692604,1.79270106356368
PHL,Philippines,2019,3400.78949767074,1.33500133744347
PLW,Palau,2019,15846.7968470167,71.2608158220025
PNG,Papua New Guinea,2019,2575.77274140393,0.52413307926623
POL,Poland,2019,15874.5220531254,8.21985501300853
PRE,Pre-demographic dividend,2019,1681.19065754666,0.568807232834836
PRI,Puerto Rico (US),2019,31830.5284993358,3.8228523346568
PRT,Portugal,2019,23343.3628970034,4.51358282400518
PRY,Paraguay,2019,5821.18199548738,1.30801598389454
PSS,Pacific island small states,2019,4136.34140894161,1.57319625516223
PST,Post-demographic dividend,2019,45840.3536114764,9.93273751047491
PYF,French Polynesia,2019,21582.5892046801,2.81327723503229
QAT,Qatar,2019,66841.3623185691,44.592192164423
ROU,Romania,2019,12909.6104013244,4.18922540818417
RUS,Russian Federation,2019,11447.701171875,12.7738739166789
RWA,Rwanda,2019,810.051412137354,0.118588586832777
SAS,South Asia,2019,2067.05975687637,1.68278388399681
SAU,Saudi Arabia,2019,29566.7933827436,19.2859458646594
SDN,Sudan,2019,709.975280761719,0.515296167190014
SEN,Senegal,2019,1431.18128932159,0.674423812453823
SGP,Singapore,2019,65952.0378959293,9.79870673958709
SLB,Solomon Islands,2019,2223.65890942466,0.438510355738608
SLE,Sierra Leone,2019,843.712517809977,0.156143482319108
SLV,El Salvador,2019,4320.11671534627,1.30285851671355
SOM,"Somalia, Fed. Rep.",2019,539.954816211694,0.0528040378839186
SSA,Sub-Saharan Africa (excluding high income),2019,1907.22499436387,0.863844388589357
SSF,Sub-Saharan Africa,2019,1795.5612786554,0.792370673709498
SST,Small states,2019,11990.4670996465,5.04835129955372
STP,Sao Tome and Principe,2019,1935.2931816596,0.745576216540451
SUR,Suriname,2019,6629.66775248603,4.39326606885805
SVK,Slovak Republic,2019,19406.0589683582,6.3818228588265
SVN,Slovenia,2019,25814.1687167572,7.0993135844205
SWE,Sweden,2019,51648.9892820514,3.8423518032643
SWZ,Eswatini,2019,3913.14577547336,0.962899428244033
SYC,Seychelles,2019,19141.5118743615,9.16568501920615
SYR,Syrian Arab Republic,2019,1109.53926036049,1.63691966220706
TCA,Turks and Caicos Islands,2019,31780.5217068989,5.12208682759579
TCD,Chad,2019,893.336441643325,0.141712220447998
TEA,East Asia & Pacific (IDA & IBRD countries),2019,8379.36503263574,6.50982542987854
TEC,Europe & Central Asia (IDA & IBRD countries),2019,9058.74177112172,7.78796203330391
TGO,Togo,2019,826.255209019798,0.24876321447494
THA,Thailand,2019,7605.69657797759,4.00533143026177
TJK,Tajikistan,2019,871.022372934846,0.948639271115973
TKM,Turkmenistan,2019,5998.0017434754,10.7659028351791
TLA,Latin America & the Caribbean (IDA & IBRD countries),2019,8362.63429845968,2.76780429708375
TLS,Timor-Leste,2019,1562.36458068032,0.559823820376726
TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",2019,2688.96932958269,2.65204425453706
TON,Tonga,2019,4788.83342304684,1.56621147167097
TSA,South Asia (IDA & IBRD),2019,2067.05975687637,1.68278388399681
TSS,Sub-Saharan Africa (IDA & IBRD countries),2019,1795.5612786554,0.792370673709498
TTO,Trinidad and Tobago,2019,17212.6128892163,24.3573792966931
TUN,Tunisia,2019,3528.87213306798,2.54693841667269
TUR,Turkiye,2019,9395.23378001368,5.01913672458907
TUV,Tuvalu,2019,5115.13075950206,0.0
TZA,Tanzania,2019,1063.32250976563,0.287346536895184
UGA,Uganda,2019,822.171150036357,0.1642944102063
UKR,Ukraine,2019,3619.86157226563,4.62458753784522
URY,Uruguay,2019,18315.7316980028,2.10646631378845
USA,United States,2019,64746.4506778863,15.0439662080505
UZB,Uzbekistan,2019,2041.38480729431,3.49213238730726
VCT,St. Vincent and the Grenadines,2019,8740.59425232061,1.11839642113145
VEN,"Venezuela, RB",2019,2523.11275230667,4.15965140487118
VIR,Virgin Islands (U.S.),2019,38633.5298915336,0.0018749589852722
VNM,Viet Nam,2019,3440.90025375434,3.46316479458409
VUT,Vanuatu,2019,3207.44650452083,0.750038529376509
WLD,World,2019,11376.0818134476,4.70069318784206
WSM,Samoa,2019,4351.94234943706,1.78043664791687
ZAF,South Africa,2019,6533.71121032856,8.01412233375962
ZMB,Zambia,2019,1258.98619844462,0.487959304388463
ZWE,Zimbabwe,2019,2184.32923855469,0.731473434469001
